region_id,region_name,region_area,region_proportion
1,SLM,1922950.0,0.6623230185248712
2,Hilus,95916.0,0.0330364152187168
3,CA3,442012.0,0.1522425034786215
4,unassigned,,
5,DG-CA1,376248.0,0.1295913627883958
6,DG,66215.64179104478,0.0228066999893946
