region_id,region_name,region_area,region_proportion
1,DG,373841.15200000006,0.0477368190386414
2,CA1,690840.245812245,0.0882153171808909
3,CA3,650009.835102041,0.0830015681944059
4,SO,1049078.0690966656,0.1339597036708116
5,Hilus,355047.70612244867,0.0453370315348591
6,SLM,2486315.363265306,0.317484541052318
7,DG-CA1,2226163.4612244894,0.2842650193280729
