region_id,region_name,region_area,region_proportion
1,SLM,403887.625,0.1830752012135279
2,unassigned,,
3,DG-CA1,935794.0,0.4241790642741584
4,DG,487414.0,0.2209362471164857
5,Hilus,140208.0,0.0635538358268499
6,CA3,148622.0,0.0673677549658941
7,CA1,90204.0,0.0408878966030837
