region_id,region_name,region_area,region_proportion
1,DG,171476.41696393176,0.3821757103699352
2,inner_DG,20051.525961157367,0.0446895632290846
3,unassigned,,
4,SM,149717.9283921258,0.333681777654656
5,under_DG,107438.88888888888,0.239452948746324
