point_id,gene,Z,X,Y,fov
111,Syp,1.526443323266,498.6006955310539,181.58346742154896,F5_B_rightFOV_75J04
112,Vsir,1.5157505895881371,407.2242336244597,163.23304050881234,F5_B_rightFOV_75J04
113,UNC13A,1.4232770974012803,425.87969921217416,183.05470387027592,F5_B_rightFOV_75J04
114,Lgals3bp,1.3903744970290401,432.1013372357698,177.28136114419522,F5_B_rightFOV_75J04
115,Gfap,1.4716737371455315,434.5278405335074,127.0670552571763,F5_B_rightFOV_75J04
116,ACTB,1.3598172677394973,435.3484959941232,142.27096232700492,F5_B_rightFOV_75J04
117,Irg1,1.475304517362457,454.4593628830213,179.57615519012012,F5_B_rightFOV_75J04
118,Vsir,1.3469983511080115,459.51188202904893,168.58961776352044,F5_B_rightFOV_75J04
119,Lgals3bp,1.3630945713678744,464.4503760618206,187.52566920988298,F5_B_rightFOV_75J04
120,Ntf3,1.3545659189295542,470.75743007104546,148.4378436155973,F5_B_rightFOV_75J04
121,Laptm5,1.3533744484342172,474.15970374872114,170.0653220238164,F5_B_rightFOV_75J04
122,Lgals3bp,1.4461904194415545,484.6807371684252,133.13567284037188,F5_B_rightFOV_75J04
123,Gfap,1.450914072694903,407.6425921695049,133.88379415326563,F5_B_rightFOV_75J04
124,Irg1,1.4223613554300574,414.53964702342375,139.96577953887106,F5_B_rightFOV_75J04
125,UNC13A,1.57158890492224,418.46750403505956,156.82464090573117,F5_B_rightFOV_75J04
126,RAB27A,1.5303158162794859,419.8305621878097,134.8861330192002,F5_B_rightFOV_75J04
127,Itgb5,1.4642117472201601,426.9385681642972,179.75156877675985,F5_B_rightFOV_75J04
128,HIF-1α,1.4000479611706402,451.77637806831586,149.14036467662532,F5_B_rightFOV_75J04
129,PVALB,1.6123854003577829,456.21484820614495,184.98855625886804,F5_B_rightFOV_75J04
130,RAB27A,1.4719142391957143,462.4986409634204,141.13618368860872,F5_B_rightFOV_75J04
131,Irg1,1.3234419677414286,466.78617978652255,187.25443460664792,F5_B_rightFOV_75J04
132,UNC13A,1.3398382585455086,472.9464496428228,138.94854890371295,F5_B_rightFOV_75J04
133,PSEN2,1.3633869411237831,474.0174990418935,159.2906623731313,F5_B_rightFOV_75J04
134,PSEN2,1.4509660986702286,474.25036943202156,157.35672171495298,F5_B_rightFOV_75J04
135,Lgals3bp,1.317230896998503,477.7825004068613,178.69016069321864,F5_B_rightFOV_75J04
136,Gfap,1.4521665637808343,478.42122049728135,183.29404529138785,F5_B_rightFOV_75J04
137,Nr3c2,1.4486990038272574,481.1207366792432,171.70929927715784,F5_B_rightFOV_75J04
138,Itgb5,1.4289736270290974,481.73616079417167,141.14817015511758,F5_B_rightFOV_75J04
139,ACTB,1.5480237332067315,485.19940708434024,176.04378316556267,F5_B_rightFOV_75J04
140,Itm2b,1.446294690960937,487.0184096377733,164.58016742882188,F5_B_rightFOV_75J04
141,Vsir,1.3345584730783315,487.53146785956596,185.63304936222605,F5_B_rightFOV_75J04
142,Grin3a,1.4588655506448802,489.7883033425472,128.2009467845619,F5_B_rightFOV_75J04
143,Vsir,1.5416606796549601,493.25570118472376,151.54975759150238,F5_B_rightFOV_75J04
144,Irg1,1.4785130731571772,431.1403684885176,166.1137660841892,F5_B_rightFOV_75J04
145,UNC13A,1.4582204715912115,434.77674154596815,162.52416161777248,F5_B_rightFOV_75J04
146,UNC13A,1.4524865037840229,437.69279585680897,177.68317479889615,F5_B_rightFOV_75J04
147,UNC13A,1.4710479764138287,451.17897007057974,132.11632297024894,F5_B_rightFOV_75J04
148,SNAP25,1.4156678069058628,460.0206272903347,189.34877700312023,F5_B_rightFOV_75J04
149,Nr3c2,1.4910908358422972,466.62887738343727,188.26178583930673,F5_B_rightFOV_75J04
150,Itgb5,1.4623442612093487,468.2312693555863,183.0062930632201,F5_B_rightFOV_75J04
151,Lgals3bp,1.4163581618046288,479.0022467263229,169.29473444597235,F5_B_rightFOV_75J04
152,UNC13A,1.5719735575316687,485.84408897974737,181.50830991697902,F5_B_rightFOV_75J04
153,Lgals3bp,1.4619873690942515,492.2170810693719,146.80507163229453,F5_B_rightFOV_75J04
154,UNC13A,1.5592572195071202,402.1911881198576,162.71819585502402,F5_B_rightFOV_75J04
155,Irg1,1.52132588330136,440.10827631834997,162.91279411199386,F5_B_rightFOV_75J04
156,ACTB,1.6975121312485602,440.49692520988987,141.75293353884615,F5_B_rightFOV_75J04
157,ACTB,1.37928129020056,445.74294285222,155.45343517736652,F5_B_rightFOV_75J04
158,PVALB,1.5000363490271889,451.02845839129577,132.53021265460447,F5_B_rightFOV_75J04
159,PTGDS,1.7250384327884571,453.76151414105,149.69635216746676,F5_B_rightFOV_75J04
160,C1qa,1.5131169759345602,462.7983341374499,176.39265627882807,F5_B_rightFOV_75J04
161,UNC13A,1.458246643447863,463.01366971614794,169.48526750420646,F5_B_rightFOV_75J04
162,Lgals3bp,1.6341582876305145,464.57297111027344,187.49573058039928,F5_B_rightFOV_75J04
163,PTGDS,1.5379738934753944,474.4663798536443,141.60542827357855,F5_B_rightFOV_75J04
164,SNAP25,1.598637187503783,483.0563756292312,181.26074279472374,F5_B_rightFOV_75J04
165,PTGDS,1.4527306554348232,484.7450713833512,153.46227443761876,F5_B_rightFOV_75J04
166,Neurod6,1.4426850402070515,484.9133660698608,163.06473175436167,F5_B_rightFOV_75J04
167,Ctsd,1.4298305409630856,491.012608005926,169.38032111446358,F5_B_rightFOV_75J04
168,SNAP25,1.546228907099349,492.69791985970903,133.32820675271952,F5_B_rightFOV_75J04
