region_id,region_name,region_area,region_proportion
1,DG-CA1,628249.3823613893,0.4493494089332764
2,unassigned,,
3,DG,325025.8546394715,0.2324716581834485
4,Hilus,148348.17581154848,0.1061046249925384
5,CA3,168273.4846308532,0.1203560130434339
6,CA1,128234.20025375848,0.0917182948473028
