point_id,gene,Z,X,Y,fov
1,Itgam,0.18590658287621142,300.29509602336145,16.41204084953188,fem6_13C6_right_FOV_17E6
2,DLG4,0.28351684742114397,302.05790833407934,59.368928601796235,fem6_13C6_right_FOV_17E6
3,Lgals3bp,0.2154326458799097,304.2902625065367,48.58583281271587,fem6_13C6_right_FOV_17E6
4,PTGDS,0.243395782180216,304.7853594159033,1.407389703792869,fem6_13C6_right_FOV_17E6
5,Baiap2l1,0.2104919187295326,305.34626169570953,19.588494801607705,fem6_13C6_right_FOV_17E6
6,Pax6,0.2878705742842617,308.3280652926628,6.114396497775334,fem6_13C6_right_FOV_17E6
7,PVALB,0.24100492934090514,308.46018938483456,33.721379762588036,fem6_13C6_right_FOV_17E6
8,Plek,0.2627603783101017,309.6243369021023,59.2819415443229,fem6_13C6_right_FOV_17E6
9,PVALB,0.21137961763762286,311.2064637978166,49.79133631454844,fem6_13C6_right_FOV_17E6
10,Itgb5,0.176466405972272,312.82715080197494,43.23888471539055,fem6_13C6_right_FOV_17E6
11,UNC13A,0.36084680079858517,312.9005998173039,0.5973929810297424,fem6_13C6_right_FOV_17E6
12,Pax6,0.13550847942717714,313.2391662616852,45.27765230363201,fem6_13C6_right_FOV_17E6
13,BSN,0.13863892013498288,313.9129932552842,11.376753495082031,fem6_13C6_right_FOV_17E6
14,PVALB,0.17647335565005026,314.87153572263776,7.976865226304393,fem6_13C6_right_FOV_17E6
15,Apoe,0.12699967123900915,317.553277181284,3.5215951587684486,fem6_13C6_right_FOV_17E6
16,Olfml3,0.15406954622649374,318.06092861775124,9.574052493102597,fem6_13C6_right_FOV_17E6
17,Baiap2l1,0.31341288200595424,318.4228917465318,3.030982388038361,fem6_13C6_right_FOV_17E6
18,Irg1,0.3032730136527394,318.68511998860566,35.25284617431462,fem6_13C6_right_FOV_17E6
19,Irg1,0.19556761646313944,320.3730969729778,9.966344567526566,fem6_13C6_right_FOV_17E6
20,APP,0.28399765460284226,323.0948898424228,14.986987615286735,fem6_13C6_right_FOV_17E6
21,Olfml3,0.22797515209851316,325.36251147573165,27.465565430684457,fem6_13C6_right_FOV_17E6
22,Mbp,0.25300457856330627,326.9767526305423,33.052625674689764,fem6_13C6_right_FOV_17E6
23,DLG4,0.15993925901141484,327.88210485710215,48.32465887278444,fem6_13C6_right_FOV_17E6
24,Apoe,0.19776195048189946,328.994646524211,22.523470465161775,fem6_13C6_right_FOV_17E6
25,Irg1,0.1567971129451234,329.1033107604471,60.48384151484815,fem6_13C6_right_FOV_17E6
26,Clu,0.1537040434577989,329.18636644037736,48.03907178369739,fem6_13C6_right_FOV_17E6
27,Irg1,0.163632976512904,329.9779201998882,53.42511681089051,fem6_13C6_right_FOV_17E6
28,Neurod6,0.18267376867950516,335.6216893324164,57.74328349654775,fem6_13C6_right_FOV_17E6
29,Irg1,0.18567151591819542,336.55103961065595,71.5424865801917,fem6_13C6_right_FOV_17E6
30,PTN,0.31566368425011654,302.89698507687524,8.950550373678936,fem6_13C6_right_FOV_17E6
31,Lgals3bp,0.25656131719250974,305.8727357578536,25.650551001559556,fem6_13C6_right_FOV_17E6
32,Itgam,0.277664085024592,308.63290192178385,11.546337396200782,fem6_13C6_right_FOV_17E6
33,Itga6,0.2784870593582137,314.84052741695183,12.44904117175794,fem6_13C6_right_FOV_17E6
34,DLG4,0.353916534350512,314.94752359736765,50.06900766430482,fem6_13C6_right_FOV_17E6
35,Plek,0.25517672250375084,315.31030492174295,40.4977207551292,fem6_13C6_right_FOV_17E6
36,PVALB,0.29605207716889603,315.4447042917027,50.79082919701194,fem6_13C6_right_FOV_17E6
37,PVALB,0.17785665635277373,318.43639942384067,1.6534915835168487,fem6_13C6_right_FOV_17E6
38,Gfap,0.25639612280555774,321.85693107829474,23.67539986714115,fem6_13C6_right_FOV_17E6
39,PTGDS,0.3600600867733566,323.6018645538607,21.51336323120958,fem6_13C6_right_FOV_17E6
40,DLG4,0.3032561880271337,324.08134727529875,45.55803338660492,fem6_13C6_right_FOV_17E6
41,Itgb5,0.24869864191163887,325.6872931708471,56.03980096120326,fem6_13C6_right_FOV_17E6
42,NOV,0.3223818442518915,327.08968348681395,61.246418818548115,fem6_13C6_right_FOV_17E6
43,Fcer1g,0.39683172509976117,327.3097837578844,55.65672773424517,fem6_13C6_right_FOV_17E6
