region_id,region_name,region_area,region_proportion
1,DG,587272.0582726329,0.1770876558650529
2,CA1,380005.2278876167,0.1145878372300199
3,SM,1670577.5816857447,0.5037506275227869
4,upper_CA1,678424.0416233088,0.2045738793821402
